split,sentence1,sentence2,score
train,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the initial matter of the rapporteur and shared per number of Members, consists in promoting the regulations and the codes of conduct necessary to found, between insurers, the forms of mutualisation of the costs guaranteeing to all the supply of an high quality of care and to counter the risks to see developing discriminatory practices and a risk selection and customers.",4.2
train,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.","I wonder if the Commissioner, for the steps which they show that we consider and as the representative of the Serbian people and as the partner with which the European Union will have to deal with.",3.4
train,"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament has called for in its resolution of 16 March 2000, they initiatives European Council Presidency intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?",4.6
train,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The maintenance of the universal service to the assistance of a compensation Fund which enable engaging the advantage of public service will probably long fire.,3.2
train,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.",I wonder if the Commissioner already provides the steps that will make it possible to show that we consider Koitunica as the legally elected representative of the Serbian people and as a partner with which the European Union will now address.,4.8
train,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum and labelling which is in force for two and a half months, does not properly to trace the origin of the animals and we have banned quite late specified risk materials.",4.6
train,We shall have to speak with just one disagreeable voice in the WTO.,We speak with a single voice within the WTO.,3.2
train,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They will continue to put pressure on the money they gain the distribution beyond the bounds of the 150 grams enables them to strengthen their position.,4.0
train,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,It must be welcomed that the European Parliament has succeeded in bringing together a broad majority in favour of greater transparency.,4.0
train,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek minority of Himara make more imperative that we need to promote measures for democratisation, institution-building and respect for human rights in Albania.",4.8
train,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I call on Prague to seize this sign, this invitation, this request for dialogue, to follow them up and to ensure that, together with this House, these relics of a nationalist era can be abandoned.",4.2
train,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef and veal, which has been decided, which is a minimum and which is in force for two and a half months, does not make it possible to trace the origin of the animals properly and we have banned well late at risk.",4.0
train,"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I say this to you very clearly: we must give its opportunity to Kostunica and I therefore hope that it will ensure an amnesty during the weeks or months ahead; but in the meantime, I wish, however, that, in political terms and in budgetary terms, the political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction.",4.8
train,"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has, however, also fought for this reduction in the funds allocated to the innovative actions to be compensated for by the use of framework of flexibility, defined in a statement on the financial perspective.",3.8
train,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the power of national democracies is still more force to limit the right of veto and to give more power for the European Parliament.",4.2
train,The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson that this House in this morning's debate must learn is that we are forced to conclude that the maritime laws are all over the world, in a state of chaos, and that we must set about the task to sort all this out.",4.2
train,We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.,We have heard that the previous presidency has restructured first and then dismantled the Ministry of equal opportunities.,4.4
train,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.",1.0
train,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",It is the position defended by the rapporteur and shared by the European popular party.,4.2
train,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The safeguarding of universal service to a compensation fund which would engage in private profits for the benefit of the public service will probably long.,3.2
train,". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.",". (ES) Mr. President, widening is essential for the construction of a strong and plain continent of Europe.",4.6
train,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and also for your warm welcome, Madam President, ladies and gentlemen, the French Presidency thank you.",5.0
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the concept which would be admitted that big bang, but at the same time, a large group of countries, because this would be in contradiction with the principle of the admission of each country on its merits.",4.2
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the big bang concept which would admit that at the same time, a large group of countries, because that would be at odds with the principle of the admission of each country according to its merits.",3.8
train,"A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.","The creation of a provisional unit of judicial cooperation is a step in the right direction, which the European Parliament has been striving for a long time.",4.6
train,The debate is closed.,The debate is closed.,5.0
train,Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who reject the enhanced cooperation have the same freedom of movement that passengers in the back seat of a car.,4.4
train,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my opinion, there is nothing worse than having to inform the people to be made in their favour could be that a series of words and have no worries on their existence.",4.4
train,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","By withdrawing our resolution, I am, however, convinced that Parliament would do better to devote its voice, in view of the Nice Council, a specific resolution separate and the extremely important subjects and difficult if the Intergovernmental Conference, rather than treating them within the framework of a single resolution including also all other items on the agenda of the Council.",4.4
train,"I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.","I would also have liked the report of the Court of Auditors was a little more user-friendly and that it had submitted some clear recommendations - for example, one or two recommendations per chapter.",5.0
train,That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,This is a disgrace when we think that the European Union is a champion of the modernisation of economic life.,3.6
train,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, the All-Ijaw natives showed Chevron to incite with the violence in their opposition and of going until paying Nigerian soldiers to shoot at the demonstrators at the naval base from Warri.",3.6
train,Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.,Slovakia is not condemned to remain in the second group and it is logical that it wishes to join the Union at the same time as the Czech Republic.,4.4
train,We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.,"We welcome the provisions proposed in this respect by the preparatory committee and decided by the General Assembly in relation to the method of accreditation of non-governmental organisations, at the preparatory process and the special session in September 2001.",4.8
train,"You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.","You do not want to incorporate in the Treaty, which demonstrates that this text should be set aside.",4.0
train,"This is a vague area, and it is possible that more restrictive provisions may also remain in force, and this is one point in respect of which we have tabled amendments.","It is not clear on this point, and it is not impossible that can also remain in force more restrictive measures, especially on this point than we tabled amendments.",4.4
train,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Greek ships were sunk, without any storm around, Mr Gayssot.",5.0
train,"Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.",Unfortunately the ultimate objective of a European Constitution would be opposite and obviously we cannot support it.,4.6
train,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.",I make an urgent appeal to the Presidency to do everything in its power to fill this role.,2.4
train,That made them heavily dependent on loans.,A policy which has been strongly capital.,1.4
train,It is this kind of future I would also like to see in the other countries within the European Union.,This is a development of this type that I wish to other States of the European Union.,4.6
train,The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.,It is right in saying that the Committee on Legal Affairs continues in the refusal of a ceiling and the maintenance of a minimum rate which cannot be less than 7%.,4.5
train,"The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.",Things deteriorate when it is a question of women from countries which have accepted this work and who have no other possibility to continue to provide their basic needs.,3.75
train,"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It goes trial on 8 January of next year. It is accused of having participated in a meeting of Tunisian opponents in France, as indeed it denies.",4.4
train,As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,"Since 1996, the European Parliament had decided in favour of a prohibition of the use of the bone meals in the European Union, in accordance with the precautionary principle - so only it had been listened to.",4.2
train,"You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.","You do not even want to incorporate into the Treaty, which shows that this text should be set aside.",3.8
train,"You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.","You do not even want to incorporate into the Treaty, that proves that this text should be set aside.",3.6
train,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Undoubtedly, was it not to have an agreement better than to have an agreement which is bad and, in this case, the American proposal was a proposal with the reduction, completely unacceptable for Europe.",4.6
train,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the power of the national democracies decreases in force of limiting increasingly the right of veto and to give ever more power in Parliament of the EU.",4.4
train,The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.,"The European Council will also discuss the State of progress of the negotiations on membership, and therefore of the '.",4.2
train,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this, this invitation, this request for dialogue, to respond and to ensure that, together with this House, these relics of a nationalist age can be abandoned.",3.4
train,"Finally, in a word, the fourth pillar devoted to equal opportunities reinforces the integrated approach to equality through gender mainstreaming and through specific guidelines.","Finally, in a word, the fourth pillar dedicated to equal opportunities reinforces the integrated approach to equality by the mainstreaming and by specific guidelines.",4.0
train,This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.,This rule can also apply to all drugs récréationnelles but dangerous as far as the consumer of drugs should be the only to run risks.,3.8
train,"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are confronted with a potential risk, it is important to implement the precautionary principle.",5.0
train,(Applause),"I already answered on this point and I subscribe completely so that he said on the need for improving the public debate considerably. I will not return on what I said, but it is true that, too often, the citizens feel foreign with decisions which are made in authorities that they do not know.",0.0
train,"These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.","These objectives, the secondary primary objective and objectives, will represent the stone of key enabling us to consider the concrete proposals presented by the Commission.",3.8
train,"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are faced with a potential risk, it is important to implement the precautionary principle.",5.0
train,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first, on this issue, which took place at the European level on the initiative of the European Parliament, the Commission is in relation to the Member States to promote an action intended to what we could consider as a culture, on the standard them in the matter of respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime.",4.2
train,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr President, ladies and gentlemen, I would like to speak on the joint resolution that of course we will.",4.2
train,"These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.","These objectives, the objective of primary and secondary objectives, the cornerstone of allowing us to judge the concrete proposals by the Commission.",4.6
train,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","By withdrawing our resolution, I express however the conviction that our Parliament would have better done to hear its voice while devoting, for Conseil of Nice, a resolution specific and distinct with the so important and so difficult topics to the intergovernmental Conference, rather than to treat them within the framework of one only resolution also including all the other points of about an agenda of the Council.",4.4
train,Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who refuse and enjoy the same freedom of movement as the passengers out of a car.,1.8
train,"In the last three weeks, progress has been made in three major areas.","These last weeks, three significant progresses were made.",3.8
train,This is no time for the faint-hearted.,It is not the moment to be hesitant.,3.4
train,"One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.","We can indeed want more and better, but quite honestly that I believe this is a good start.",4.4
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the concept being recognised that the big bang, but at the same time, a large group of countries, because this would be in contradiction with the principle of the admission of each country on its merits.",4.8
train,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,The only way for which no tax is not yet seen is that of supply in the European Community from third countries.,3.8
train,(Applause),"I have already replied to this point and I agree entirely with what he said about the need to improve considerably the public debate I will not repeat what I said, but it is true that, all too often, citizens feel alienated to decisions that are taken in bodies that they do not know.",0.0
train,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Given these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.",5.0
train,"- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.","My party has serious reservations about the regulation of the sale of consumer goods through Community legislation, as it expresses reservations about the concept of mutual recognition of standards.",4.6
train,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Faced with this situation, the need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment is essential.",5.0
train,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,The only case for which no tax is a delivery is still seen in the European Community from a third country.,3.5
train,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The task, which is however capital, did not arouse an lively interest on behalf of the public yet.",3.75
train,"B5-0794/2000, by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnap in Colombia of a Spanish Jesuit engaged in negotiations with the guerillas;","(B5-0794 / 2000, by Mr Medina Ortega, Linkohr, on behalf of the Group of the Party of European Socialists and the Group of the Party of European Socialists, from a Spanish in the negotiations with the;",3.6
train,We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.,We have heard that the previous presidency first restructured then dismantled the Ministry for equal opportunities.,4.6
train,". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.","(ES) Mr President, enlargement is essential for the construction of a strong and United European continent.",5.0
train,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we are part of the club, or we are not and we must therefore we bow to that decision.",4.8
train,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.",I urge the French Presidency to should do everything in its power to bridge the gap particularly destructive.,4.2
train,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The most urgent task, which is, however, has not yet a lively interest on the part of the public.",4.4
train,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this sign, this invitation, this request for dialogue, to follow up and to ensure that, together with this House, these reliques an era nationalist may be abandoned.",4.8
train,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is something which is most controversial, the committee has called vehemently to use the fast-track procedure to implement this legislation.",4.8
train,"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","This is why I also think that this reconciliation can hold. However, the government, which very courageously found a solution with the question of the universities and many other problems, needs visible signs of the success as well as strong support, under penalty of seeing the peace threatened as a whole of the area.",4.8
train,(Parliament accepted the oral amendment),(The House accepts the oral amendment),4.8
train,"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","Faced with the criticism, especially those in Ireland and France, the British Chancellor of the Exchequer, gave a different interpretation: it is now a tax for all users, including the British drivers of heavy goods vehicles.",4.6
train,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,The only case for which no tax is still being EU is one of a - in the change from a third country.,3.6
train,I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.,"I know that in France, the principle of demolition of the whole herd was applied and that does not seem the best means of fighting this phenomenon.",4.2
train,Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.,Spain has developed a remarkably positive way the difficult neighbourhood that has always existed between Europe and North Africa and between Spain and Morocco.,4.2
train,"The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.","The situation is worsening, when it comes to women distant countries which have accepted this work by necessity and which have no alternative to continue to meet their basic needs.",4.4
train,The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.,"The European Council will also discuss the progress of the accession negotiations, and therefore of enlargement.",5.0
train,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must intervene now with money and concrete actions, and not only with words.",5.0
train,"The Council of Europe, along with the Court of Human Rights, has a wealth of experience of such forms of supervision, and we can build on these.","Just as the Court of human rights, the Council of Europe also has a solid experience in this regard such forms of control and we can take as a basis.",4.4
train,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the comments by the rapporteur and a number of colleagues, is to promote the regulations and codes of conduct for dialogue, between a good supply of guaranteeing the provision of a good practices and to counter the risk of discriminatory practices and a series of risks and customers.",4.0
train,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission is committed to the Member States to promote action to develop what we could consider a European police culture, based on the highest standards in terms of ethics, respect for citizens' rights and freedoms, and effectiveness in the fight against crime.",4.8
train,It is this kind of future I would also like to see in the other countries within the European Union.,It is a policy of this type that I wish to other States of the European Union.,4.0
train,"Action is needed quickly, which is why we decided to include this item on the agenda.",There is urgency and that is why we decided to put this item on the agenda.,5.0
train,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, in my speech I shall focus on the report by Mrs LalumiÃšre report, which I think is well thought-out and clearly formulated.",4.4
train,This is no time for the faint-hearted.,This is not the time to be hesitant.,4.375
train,It is this kind of future I would also like to see in the other countries within the European Union.,It is an evolution of this type which I wish in the other States of the European Union.,4.5
train,Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who refuse enhanced cooperation enjoy the same freedom of movement that passengers in the back seat of a car.,4.5
train,"- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.","My party expresses serious reservations about the regulation of the sale of consumer products by means of Community legislation, as it makes reservations about the concept of the mutual recognition of standards.",4.5
train,"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be true brain of coordination of the network of national agencies which, in turn, will have to activate and coordinate a network of centres of excellence in food safety at regional level.",4.6
train,Approval of the Minutes of the previous sitting,Approval of the Minutes of the previous sitting,5.0
train,"A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.","The creation of a Provisional Judicial Cooperation Unit is a step in the right direction, not to which the European Parliament is aiming for a long time.",4.6
train,"In the last three weeks, progress has been made in three major areas.","In recent weeks, three significant progress has been made.",3.75
train,"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are faced with a potential risk, it is important to put into practice the precautionary principle.",5.0
train,We shall have to speak with just one disagreeable voice in the WTO.,We will speak with one voice grace within the WTO.,3.75
train,I think that France has set an excellent example by finally deciding to take this step.,I find exemplary that France will be resolved to take this step.,4.6
train,(Applause),"I have already answered on this point and I support completely what he has said on the necessity of improving the public debate, and I will not go back on what I have said, but it is true that, all too often, the citizens feel the decisions that are taken in the authorities that they do not know.",0.0
train,"On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.","Madam the President, I ask you, in the name of my colleagues in the Committee on Fisheries and in my proper name, to send a message of sympathy on behalf of the Parliament to the families of the victims and to the local authorities both of Brittany and of Marín, town of Galicia, from where are originating the majority in the victims.",4.0
train,"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on Citizens' Freedoms and Rights, Justice and Internal Affairs has prepared with great care the Karamanou report.",4.6
train,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",This is the position defended by the rapporteur and shared by the European People's Party.,4.6
train,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, in my speech I shall focus on the report by Mrs Lalumière, report that I think it is well thought-out and clearly formulated.",4.2
train,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","In view of these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.",4.8
train,"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point is the fact that we have begun the heading four, with its approach, but we do not yet know very well if we managed to resolve the problem, particularly because the Council does not wish to participate enough food for thought.",4.4
train,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and also for your reception, Madam President, ladies and gentlemen of the European Parliament, the French Presidency thanks you.",4.8
train,"Firstly, simplification and clarification of the Treaties.","First, that of a simplification and clarification of the Treaties.",4.8
train,"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be the real brains of coordination of the network of national agencies which, in turn, will have to activate and coordinate a network of centres of excellence on food safety at regional level.",4.6
train,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","The Greek ships have sunk, without there being the slightest storm in its neck of the woods, Mr Gayssot.",5.0
train,"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","We need to know today, since we are still in uncertainty, which are the scientific data, which are the measures to be taken.",4.6
train,"Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?","Do you think that the Austrian 'model' - the majority decisions to be taken in future bilateral - it will be an instrument to take decisions by ignoring the European institutions and to set up a new institution, or a new group, in order to get round the unanimity rule in the Council?",4.8
train,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.",Thirdly: the positive acceptance of enlargement and its prospects for the various countries and the EU as a whole largely depend - the example of Denmark east there for us to show it - elimination on the social and democratic deficits for the European policy.,4.8
train,Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who reject reinforced cooperation enjoy the same freedom of movement that passengers back the seat of a car.,4.4
train,The joint debate is closed.,The joint debate is closed.,5.0
train,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right to a government of arbitrarily its Constitution is the definition of a dictatorship.,4.2
train,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and for your kind welcome, Madam President, ladies and gentlemen, the French Presidency thank you.",4.8
train,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we now have to intervene with money and concrete actions, and not only with words.",5.0
train,The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson which this Parliament in her debate of this morning must retain is that we are forced to conclude that the maritime laws are, all over the world, in a state of disorder, and that we must harness ourselves with the task to put order at it.",4.4
train,Approval of the Minutes of the previous sitting,Approval of the official report of the previous sitting,4.4
train,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.",Thirdly: the acceptance of enlargement and its positive prospects for the various countries and for the EU as a whole depend – the example of Denmark is there for us to show this - the elimination of social and democratic deficits of European policy.,4.6
train,"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Thus, it is imperative that the inter-service Group are very quickly, of the Commission, so that all the proposals to act can be, during their examination by the force on the basis of Article 299, paragraph 2, a detailed impact.",3.2
train,(The sitting was suspended at 2.06 p.m. and resumed at 3 p.m.),(The sitting was suspended at 14h06 and resumed at 3 p.m.),4.857
train,"Finally, I welcome the idea that we should review the implementation of the programme annually.",Finally I accomodate the idea favorably to give us an annual appointment in order to take stock of the setting in uvre program.,4.0
train,"At Feira, the Council considered those countries participating in the Stabilisation and Association Process as potential applicants for membership of the European Union.","In Feira, it has recognised the quality of potential candidates for accession to the countries participating in the stabilisation and association process.",4.111
train,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr President, ladies and gentlemen, I would like to speak on the joint resolution that we will obviously vote.",4.6
train,"We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.","We started discussions on this issue, which show that all the Member States wish to maintaining this ceiling after enlargement.",5.0
